product,price,quantity,date,region
periwinkle morsel,$1.25,519,2020-10-16,north
periwinkle morsel,$1.25,520,2020-10-16,south
periwinkle morsel,$1.25,501,2020-10-16,east
periwinkle morsel,$1.25,583,2020-10-16,west
vermilion morsel,$4.99,586,2020-10-16,north
vermilion morsel,$4.99,503,2020-10-16,south
vermilion morsel,$4.99,540,2020-10-16,east
vermilion morsel,$4.99,563,2020-10-16,west
lapis morsel,$1.99,563,2020-10-16,north
lapis morsel,$1.99,516,2020-10-16,south
lapis morsel,$1.99,520,2020-10-16,east
lapis morsel,$1.99,517,2020-10-16,west
pink morsel,$3.00,503,2020-10-17,north
pink morsel,$3.00,597,2020-10-17,south
pink morsel,$3.00,503,2020-10-17,east
pink morsel,$3.00,592,2020-10-17,west
gold morsel,$9.99,586,2020-10-17,north
gold morsel,$9.99,569,2020-10-17,south
gold morsel,$9.99,565,2020-10-17,east
gold morsel,$9.99,538,2020-10-17,west
magenta morsel,$2.50,507,2020-10-17,north
magenta morsel,$2.50,523,2020-10-17,south
magenta morsel,$2.50,598,2020-10-17,east
magenta morsel,$2.50,553,2020-10-17,west
chartreuse morsel,$3.00,579,2020-10-17,north
chartreuse morsel,$3.00,525,2020-10-17,south
chartreuse morsel,$3.00,594,2020-10-17,east
chartreuse morsel,$3.00,571,2020-10-17,west
periwinkle morsel,$1.25,589,2020-10-17,north
periwinkle morsel,$1.25,560,2020-10-17,south
periwinkle morsel,$1.25,516,2020-10-17,east
periwinkle morsel,$1.25,572,2020-10-17,west
vermilion morsel,$4.99,568,2020-10-17,north
vermilion morsel,$4.99,528,2020-10-17,south
vermilion morsel,$4.99,511,2020-10-17,east
vermilion morsel,$4.99,509,2020-10-17,west
lapis morsel,$1.99,532,2020-10-17,north
lapis morsel,$1.99,543,2020-10-17,south
lapis morsel,$1.99,547,2020-10-17,east
lapis morsel,$1.99,568,2020-10-17,west
pink morsel,$3.00,508,2020-10-18,north
pink morsel,$3.00,572,2020-10-18,south
pink morsel,$3.00,526,2020-10-18,east
pink morsel,$3.00,571,2020-10-18,west
gold morsel,$9.99,585,2020-10-18,north
gold morsel,$9.99,557,2020-10-18,south
gold morsel,$9.99,578,2020-10-18,east
gold morsel,$9.99,526,2020-10-18,west
magenta morsel,$2.50,584,2020-10-18,north
magenta morsel,$2.50,587,2020-10-18,south
magenta morsel,$2.50,522,2020-10-18,east
magenta morsel,$2.50,519,2020-10-18,west
chartreuse morsel,$3.00,533,2020-10-18,north
chartreuse morsel,$3.00,507,2020-10-18,south
chartreuse morsel,$3.00,536,2020-10-18,east
chartreuse morsel,$3.00,583,2020-10-18,west
periwinkle morsel,$1.25,577,2020-10-18,north
periwinkle morsel,$1.25,535,2020-10-18,south
periwinkle morsel,$1.25,567,2020-10-18,east
periwinkle morsel,$1.25,518,2020-10-18,west
vermilion morsel,$4.99,513,2020-10-18,north
vermilion morsel,$4.99,598,2020-10-18,south
vermilion morsel,$4.99,599,2020-10-18,east
vermilion morsel,$4.99,558,2020-10-18,west
lapis morsel,$1.99,592,2020-10-18,north
lapis morsel,$1.99,590,2020-10-18,south
lapis morsel,$1.99,542,2020-10-18,east
lapis morsel,$1.99,600,2020-10-18,west
pink morsel,$3.00,552,2020-10-19,north
pink morsel,$3.00,575,2020-10-19,south
pink morsel,$3.00,518,2020-10-19,east
pink morsel,$3.00,508,2020-10-19,west
gold morsel,$9.99,558,2020-10-19,north
gold morsel,$9.99,572,2020-10-19,south
gold morsel,$9.99,529,2020-10-19,east
gold morsel,$9.99,539,2020-10-19,west
magenta morsel,$2.50,551,2020-10-19,north
magenta morsel,$2.50,562,2020-10-19,south
magenta morsel,$2.50,592,2020-10-19,east
magenta morsel,$2.50,560,2020-10-19,west
chartreuse morsel,$3.00,536,2020-10-19,north
chartreuse morsel,$3.00,555,2020-10-19,south
chartreuse morsel,$3.00,560,2020-10-19,east
chartreuse morsel,$3.00,524,2020-10-19,west
periwinkle morsel,$1.25,582,2020-10-19,north
periwinkle morsel,$1.25,521,2020-10-19,south
periwinkle morsel,$1.25,540,2020-10-19,east
periwinkle morsel,$1.25,600,2020-10-19,west
vermilion morsel,$4.99,510,2020-10-19,north
vermilion morsel,$4.99,528,2020-10-19,south
vermilion morsel,$4.99,501,2020-10-19,east
vermilion morsel,$4.99,510,2020-10-19,west
lapis morsel,$1.99,559,2020-10-19,north
lapis morsel,$1.99,592,2020-10-19,south
lapis morsel,$1.99,520,2020-10-19,east
lapis morsel,$1.99,594,2020-10-19,west
pink morsel,$3.00,523,2020-10-20,north
pink morsel,$3.00,586,2020-10-20,south
pink morsel,$3.00,586,2020-10-20,east
pink morsel,$3.00,538,2020-10-20,west
gold morsel,$9.99,536,2020-10-20,north
gold morsel,$9.99,573,2020-10-20,south
gold morsel,$9.99,586,2020-10-20,east
gold morsel,$9.99,554,2020-10-20,west
magenta morsel,$2.50,531,2020-10-20,north
magenta morsel,$2.50,518,2020-10-20,south
magenta morsel,$2.50,548,2020-10-20,east
magenta morsel,$2.50,517,2020-10-20,west
chartreuse morsel,$3.00,518,2020-10-20,north
chartreuse morsel,$3.00,527,2020-10-20,south
chartreuse morsel,$3.00,563,2020-10-20,east
chartreuse morsel,$3.00,539,2020-10-20,west
periwinkle morsel,$1.25,528,2020-10-20,north
periwinkle morsel,$1.25,588,2020-10-20,south
periwinkle morsel,$1.25,560,2020-10-20,east
periwinkle morsel,$1.25,536,2020-10-20,west
vermilion morsel,$4.99,600,2020-10-20,north
vermilion morsel,$4.99,588,2020-10-20,south
vermilion morsel,$4.99,544,2020-10-20,east
vermilion morsel,$4.99,546,2020-10-20,west
lapis morsel,$1.99,590,2020-10-20,north
lapis morsel,$1.99,561,2020-10-20,south
lapis morsel,$1.99,518,2020-10-20,east
lapis morsel,$1.99,579,2020-10-20,west
pink morsel,$3.00,580,2020-10-21,north
pink morsel,$3.00,507,2020-10-21,south
pink morsel,$3.00,574,2020-10-21,east
pink morsel,$3.00,535,2020-10-21,west
gold morsel,$9.99,554,2020-10-21,north
gold morsel,$9.99,586,2020-10-21,south
gold morsel,$9.99,590,2020-10-21,east
gold morsel,$9.99,586,2020-10-21,west
magenta morsel,$2.50,558,2020-10-21,north
magenta morsel,$2.50,518,2020-10-21,south
magenta morsel,$2.50,510,2020-10-21,east
magenta morsel,$2.50,505,2020-10-21,west
chartreuse morsel,$3.00,596,2020-10-21,north
chartreuse morsel,$3.00,533,2020-10-21,south
chartreuse morsel,$3.00,564,2020-10-21,east
chartreuse morsel,$3.00,547,2020-10-21,west
periwinkle morsel,$1.25,539,2020-10-21,north
periwinkle morsel,$1.25,513,2020-10-21,south
periwinkle morsel,$1.25,561,2020-10-21,east
periwinkle morsel,$1.25,547,2020-10-21,west
vermilion morsel,$4.99,586,2020-10-21,north
vermilion morsel,$4.99,577,2020-10-21,south
vermilion morsel,$4.99,521,2020-10-21,east
vermilion morsel,$4.99,600,2020-10-21,west
lapis morsel,$1.99,533,2020-10-21,north
lapis morsel,$1.99,561,2020-10-21,south
lapis morsel,$1.99,553,2020-10-21,east
lapis morsel,$1.99,561,2020-10-21,west
pink morsel,$3.00,583,2020-10-22,north
pink morsel,$3.00,546,2020-10-22,south
pink morsel,$3.00,570,2020-10-22,east
pink morsel,$3.00,556,2020-10-22,west
gold morsel,$9.99,531,2020-10-22,north
gold morsel,$9.99,590,2020-10-22,south
gold morsel,$9.99,553,2020-10-22,east
gold morsel,$9.99,510,2020-10-22,west
magenta morsel,$2.50,505,2020-10-22,north
magenta morsel,$2.50,596,2020-10-22,south
magenta morsel,$2.50,586,2020-10-22,east
magenta morsel,$2.50,584,2020-10-22,west
chartreuse morsel,$3.00,545,2020-10-22,north
chartreuse morsel,$3.00,518,2020-10-22,south
chartreuse morsel,$3.00,517,2020-10-22,east
chartreuse morsel,$3.00,595,2020-10-22,west
periwinkle morsel,$1.25,534,2020-10-22,north
periwinkle morsel,$1.25,504,2020-10-22,south
periwinkle morsel,$1.25,531,2020-10-22,east
periwinkle morsel,$1.25,575,2020-10-22,west
vermilion morsel,$4.99,593,2020-10-22,north
vermilion morsel,$4.99,533,2020-10-22,south
vermilion morsel,$4.99,570,2020-10-22,east
vermilion morsel,$4.99,573,2020-10-22,west
lapis morsel,$1.99,533,2020-10-22,north
lapis morsel,$1.99,579,2020-10-22,south
lapis morsel,$1.99,592,2020-10-22,east
lapis morsel,$1.99,554,2020-10-22,west
pink morsel,$3.00,545,2020-10-23,north
pink morsel,$3.00,511,2020-10-23,south
pink morsel,$3.00,545,2020-10-23,east
pink morsel,$3.00,525,2020-10-23,west
gold morsel,$9.99,561,2020-10-23,north
gold morsel,$9.99,594,2020-10-23,south
gold morsel,$9.99,570,2020-10-23,east
gold morsel,$9.99,508,2020-10-23,west
magenta morsel,$2.50,566,2020-10-23,north
magenta morsel,$2.50,562,2020-10-23,south
magenta morsel,$2.50,535,2020-10-23,east
magenta morsel,$2.50,598,2020-10-23,west
chartreuse morsel,$3.00,595,2020-10-23,north
chartreuse morsel,$3.00,519,2020-10-23,south
chartreuse morsel,$3.00,585,2020-10-23,east
chartreuse morsel,$3.00,533,2020-10-23,west
periwinkle morsel,$1.25,556,2020-10-23,north
periwinkle morsel,$1.25,579,2020-10-23,south
periwinkle morsel,$1.25,525,2020-10-23,east
periwinkle morsel,$1.25,524,2020-10-23,west
vermilion morsel,$4.99,550,2020-10-23,north
vermilion morsel,$4.99,560,2020-10-23,south
vermilion morsel,$4.99,528,2020-10-23,east
vermilion morsel,$4.99,531,2020-10-23,west
lapis morsel,$1.99,577,2020-10-23,north
lapis morsel,$1.99,521,2020-10-23,south
lapis morsel,$1.99,520,2020-10-23,east
lapis morsel,$1.99,598,2020-10-23,west
pink morsel,$3.00,579,2020-10-24,north
pink morsel,$3.00,531,2020-10-24,south
pink morsel,$3.00,569,2020-10-24,east
pink morsel,$3.00,512,2020-10-24,west
gold morsel,$9.99,533,2020-10-24,north
gold morsel,$9.99,580,2020-10-24,south
gold morsel,$9.99,561,2020-10-24,east
gold morsel,$9.99,500,2020-10-24,west
magenta morsel,$2.50,576,2020-10-24,north
magenta morsel,$2.50,593,2020-10-24,south
magenta morsel,$2.50,556,2020-10-24,east
magenta morsel,$2.50,535,2020-10-24,west
chartreuse morsel,$3.00,521,2020-10-24,north
chartreuse morsel,$3.00,523,2020-10-24,south
chartreuse morsel,$3.00,520,2020-10-24,east
chartreuse morsel,$3.00,579,2020-10-24,west
periwinkle morsel,$1.25,503,2020-10-24,north
periwinkle morsel,$1.25,506,2020-10-24,south
periwinkle morsel,$1.25,588,2020-10-24,east
periwinkle morsel,$1.25,550,2020-10-24,west
vermilion morsel,$4.99,530,2020-10-24,north
vermilion morsel,$4.99,542,2020-10-24,south
vermilion morsel,$4.99,575,2020-10-24,east
vermilion morsel,$4.99,582,2020-10-24,west
lapis morsel,$1.99,519,2020-10-24,north
lapis morsel,$1.99,533,2020-10-24,south
lapis morsel,$1.99,549,2020-10-24,east
lapis morsel,$1.99,522,2020-10-24,west
pink morsel,$3.00,563,2020-10-25,north
pink morsel,$3.00,560,2020-10-25,south
pink morsel,$3.00,535,2020-10-25,east
pink morsel,$3.00,539,2020-10-25,west
gold morsel,$9.99,520,2020-10-25,north
gold morsel,$9.99,579,2020-10-25,south
gold morsel,$9.99,516,2020-10-25,east
gold morsel,$9.99,537,2020-10-25,west
magenta morsel,$2.50,580,2020-10-25,north
magenta morsel,$2.50,513,2020-10-25,south
magenta morsel,$2.50,563,2020-10-25,east
magenta morsel,$2.50,507,2020-10-25,west
chartreuse morsel,$3.00,511,2020-10-25,north
chartreuse morsel,$3.00,542,2020-10-25,south
chartreuse morsel,$3.00,524,2020-10-25,east
chartreuse morsel,$3.00,549,2020-10-25,west
periwinkle morsel,$1.25,509,2020-10-25,north
periwinkle morsel,$1.25,571,2020-10-25,south
periwinkle morsel,$1.25,585,2020-10-25,east
periwinkle morsel,$1.25,595,2020-10-25,west
vermilion morsel,$4.99,585,2020-10-25,north
vermilion morsel,$4.99,530,2020-10-25,south
vermilion morsel,$4.99,536,2020-10-25,east
vermilion morsel,$4.99,587,2020-10-25,west
lapis morsel,$1.99,530,2020-10-25,north
lapis morsel,$1.99,541,2020-10-25,south
lapis morsel,$1.99,594,2020-10-25,east
lapis morsel,$1.99,583,2020-10-25,west
pink morsel,$3.00,582,2020-10-26,north
pink morsel,$3.00,506,2020-10-26,south
pink morsel,$3.00,552,2020-10-26,east
pink morsel,$3.00,514,2020-10-26,west
gold morsel,$9.99,536,2020-10-26,north
gold morsel,$9.99,598,2020-10-26,south
gold morsel,$9.99,558,2020-10-26,east
gold morsel,$9.99,520,2020-10-26,west
magenta morsel,$2.50,566,2020-10-26,north
magenta morsel,$2.50,502,2020-10-26,south
magenta morsel,$2.50,544,2020-10-26,east
magenta morsel,$2.50,516,2020-10-26,west
chartreuse morsel,$3.00,530,2020-10-26,north
chartreuse morsel,$3.00,577,2020-10-26,south
chartreuse morsel,$3.00,538,2020-10-26,east
chartreuse morsel,$3.00,568,2020-10-26,west
periwinkle morsel,$1.25,514,2020-10-26,north
periwinkle morsel,$1.25,594,2020-10-26,south
periwinkle morsel,$1.25,566,2020-10-26,east
periwinkle morsel,$1.25,502,2020-10-26,west
vermilion morsel,$4.99,593,2020-10-26,north
vermilion morsel,$4.99,596,2020-10-26,south
vermilion morsel,$4.99,571,2020-10-26,east
vermilion morsel,$4.99,507,2020-10-26,west
lapis morsel,$1.99,592,2020-10-26,north
lapis morsel,$1.99,576,2020-10-26,south
lapis morsel,$1.99,524,2020-10-26,east
lapis morsel,$1.99,585,2020-10-26,west
pink morsel,$3.00,527,2020-10-27,north
pink morsel,$3.00,572,2020-10-27,south
pink morsel,$3.00,561,2020-10-27,east
pink morsel,$3.00,506,2020-10-27,west
gold morsel,$9.99,529,2020-10-27,north
gold morsel,$9.99,524,2020-10-27,south
gold morsel,$9.99,579,2020-10-27,east
gold morsel,$9.99,590,2020-10-27,west
magenta morsel,$2.50,554,2020-10-27,north
magenta morsel,$2.50,525,2020-10-27,south
magenta morsel,$2.50,589,2020-10-27,east
magenta morsel,$2.50,540,2020-10-27,west
chartreuse morsel,$3.00,536,2020-10-27,north
chartreuse morsel,$3.00,550,2020-10-27,south
chartreuse morsel,$3.00,593,2020-10-27,east
chartreuse morsel,$3.00,548,2020-10-27,west
periwinkle morsel,$1.25,532,2020-10-27,north
periwinkle morsel,$1.25,531,2020-10-27,south
periwinkle morsel,$1.25,577,2020-10-27,east
periwinkle morsel,$1.25,587,2020-10-27,west
vermilion morsel,$4.99,555,2020-10-27,north
vermilion morsel,$4.99,571,2020-10-27,south
vermilion morsel,$4.99,514,2020-10-27,east
vermilion morsel,$4.99,598,2020-10-27,west
lapis morsel,$1.99,506,2020-10-27,north
lapis morsel,$1.99,575,2020-10-27,south
lapis morsel,$1.99,549,2020-10-27,east
lapis morsel,$1.99,558,2020-10-27,west
pink morsel,$3.00,582,2020-10-28,north
pink morsel,$3.00,529,2020-10-28,south
pink morsel,$3.00,548,2020-10-28,east
pink morsel,$3.00,577,2020-10-28,west
gold morsel,$9.99,586,2020-10-28,north
gold morsel,$9.99,502,2020-10-28,south
gold morsel,$9.99,590,2020-10-28,east
gold morsel,$9.99,549,2020-10-28,west
magenta morsel,$2.50,535,2020-10-28,north
magenta morsel,$2.50,567,2020-10-28,south
magenta morsel,$2.50,535,2020-10-28,east
magenta morsel,$2.50,597,2020-10-28,west
chartreuse morsel,$3.00,580,2020-10-28,north
chartreuse morsel,$3.00,509,2020-10-28,south
chartreuse morsel,$3.00,548,2020-10-28,east
chartreuse morsel,$3.00,513,2020-10-28,west
periwinkle morsel,$1.25,588,2020-10-28,north
periwinkle morsel,$1.25,530,2020-10-28,south
periwinkle morsel,$1.25,581,2020-10-28,east
periwinkle morsel,$1.25,588,2020-10-28,west
vermilion morsel,$4.99,547,2020-10-28,north
vermilion morsel,$4.99,547,2020-10-28,south
vermilion morsel,$4.99,516,2020-10-28,east
vermilion morsel,$4.99,588,2020-10-28,west
lapis morsel,$1.99,581,2020-10-28,north
lapis morsel,$1.99,520,2020-10-28,south
lapis morsel,$1.99,557,2020-10-28,east
lapis morsel,$1.99,526,2020-10-28,west
pink morsel,$3.00,590,2020-10-29,north
pink morsel,$3.00,564,2020-10-29,south
pink morsel,$3.00,519,2020-10-29,east
pink morsel,$3.00,508,2020-10-29,west
gold morsel,$9.99,575,2020-10-29,north
gold morsel,$9.99,553,2020-10-29,south
gold morsel,$9.99,551,2020-10-29,east
gold morsel,$9.99,584,2020-10-29,west
magenta morsel,$2.50,544,2020-10-29,north
magenta morsel,$2.50,550,2020-10-29,south
magenta morsel,$2.50,572,2020-10-29,east
magenta morsel,$2.50,571,2020-10-29,west
chartreuse morsel,$3.00,521,2020-10-29,north
chartreuse morsel,$3.00,521,2020-10-29,south
chartreuse morsel,$3.00,504,2020-10-29,east
chartreuse morsel,$3.00,591,2020-10-29,west
periwinkle morsel,$1.25,513,2020-10-29,north
periwinkle morsel,$1.25,509,2020-10-29,south
periwinkle morsel,$1.25,567,2020-10-29,east
periwinkle morsel,$1.25,585,2020-10-29,west
vermilion morsel,$4.99,594,2020-10-29,north
vermilion morsel,$4.99,516,2020-10-29,south
vermilion morsel,$4.99,583,2020-10-29,east
vermilion morsel,$4.99,593,2020-10-29,west
lapis morsel,$1.99,529,2020-10-29,north
lapis morsel,$1.99,515,2020-10-29,south
lapis morsel,$1.99,540,2020-10-29,east
lapis morsel,$1.99,522,2020-10-29,west
pink morsel,$3.00,591,2020-10-30,north
pink morsel,$3.00,563,2020-10-30,south
pink morsel,$3.00,592,2020-10-30,east
pink morsel,$3.00,562,2020-10-30,west
gold morsel,$9.99,550,2020-10-30,north
gold morsel,$9.99,599,2020-10-30,south
gold morsel,$9.99,546,2020-10-30,east
gold morsel,$9.99,582,2020-10-30,west
magenta morsel,$2.50,579,2020-10-30,north
magenta morsel,$2.50,546,2020-10-30,south
magenta morsel,$2.50,535,2020-10-30,east
magenta morsel,$2.50,522,2020-10-30,west
chartreuse morsel,$3.00,544,2020-10-30,north
chartreuse morsel,$3.00,522,2020-10-30,south
chartreuse morsel,$3.00,585,2020-10-30,east
chartreuse morsel,$3.00,552,2020-10-30,west
periwinkle morsel,$1.25,600,2020-10-30,north
periwinkle morsel,$1.25,599,2020-10-30,south
periwinkle morsel,$1.25,591,2020-10-30,east
periwinkle morsel,$1.25,593,2020-10-30,west
vermilion morsel,$4.99,580,2020-10-30,north
vermilion morsel,$4.99,583,2020-10-30,south
vermilion morsel,$4.99,522,2020-10-30,east
vermilion morsel,$4.99,517,2020-10-30,west
lapis morsel,$1.99,579,2020-10-30,north
lapis morsel,$1.99,594,2020-10-30,south
lapis morsel,$1.99,508,2020-10-30,east
lapis morsel,$1.99,599,2020-10-30,west
pink morsel,$3.00,527,2020-10-31,north
pink morsel,$3.00,586,2020-10-31,south
pink morsel,$3.00,585,2020-10-31,east
pink morsel,$3.00,556,2020-10-31,west
gold morsel,$9.99,513,2020-10-31,north
gold morsel,$9.99,520,2020-10-31,south
gold morsel,$9.99,598,2020-10-31,east
gold morsel,$9.99,534,2020-10-31,west
magenta morsel,$2.50,567,2020-10-31,north
magenta morsel,$2.50,575,2020-10-31,south
magenta morsel,$2.50,568,2020-10-31,east
magenta morsel,$2.50,557,2020-10-31,west
chartreuse morsel,$3.00,546,2020-10-31,north
chartreuse morsel,$3.00,545,2020-10-31,south
chartreuse morsel,$3.00,559,2020-10-31,east
chartreuse morsel,$3.00,558,2020-10-31,west
periwinkle morsel,$1.25,550,2020-10-31,north
periwinkle morsel,$1.25,530,2020-10-31,south
periwinkle morsel,$1.25,576,2020-10-31,east
periwinkle morsel,$1.25,527,2020-10-31,west
vermilion morsel,$4.99,562,2020-10-31,north
vermilion morsel,$4.99,554,2020-10-31,south
vermilion morsel,$4.99,503,2020-10-31,east
vermilion morsel,$4.99,504,2020-10-31,west
lapis morsel,$1.99,574,2020-10-31,north
lapis morsel,$1.99,567,2020-10-31,south
lapis morsel,$1.99,572,2020-10-31,east
lapis morsel,$1.99,588,2020-10-31,west
pink morsel,$3.00,555,2020-11-01,north
pink morsel,$3.00,517,2020-11-01,south
pink morsel,$3.00,590,2020-11-01,east
pink morsel,$3.00,531,2020-11-01,west
gold morsel,$9.99,506,2020-11-01,north
gold morsel,$9.99,541,2020-11-01,south
gold morsel,$9.99,538,2020-11-01,east
gold morsel,$9.99,501,2020-11-01,west
magenta morsel,$2.50,537,2020-11-01,north
magenta morsel,$2.50,596,2020-11-01,south
magenta morsel,$2.50,517,2020-11-01,east
magenta morsel,$2.50,586,2020-11-01,west
chartreuse morsel,$3.00,504,2020-11-01,north
chartreuse morsel,$3.00,572,2020-11-01,south
chartreuse morsel,$3.00,532,2020-11-01,east
chartreuse morsel,$3.00,559,2020-11-01,west
periwinkle morsel,$1.25,541,2020-11-01,north
periwinkle morsel,$1.25,599,2020-11-01,south
periwinkle morsel,$1.25,539,2020-11-01,east
periwinkle morsel,$1.25,592,2020-11-01,west
vermilion morsel,$4.99,575,2020-11-01,north
vermilion morsel,$4.99,514,2020-11-01,south
vermilion morsel,$4.99,590,2020-11-01,east
vermilion morsel,$4.99,558,2020-11-01,west
lapis morsel,$1.99,569,2020-11-01,north
lapis morsel,$1.99,590,2020-11-01,south
lapis morsel,$1.99,577,2020-11-01,east
lapis morsel,$1.99,515,2020-11-01,west
pink morsel,$3.00,578,2020-11-02,north
pink morsel,$3.00,500,2020-11-02,south
pink morsel,$3.00,580,2020-11-02,east
pink morsel,$3.00,562,2020-11-02,west
gold morsel,$9.99,557,2020-11-02,north
gold morsel,$9.99,574,2020-11-02,south
gold morsel,$9.99,556,2020-11-02,east
gold morsel,$9.99,520,2020-11-02,west
magenta morsel,$2.50,583,2020-11-02,north
magenta morsel,$2.50,598,2020-11-02,south
magenta morsel,$2.50,541,2020-11-02,east
magenta morsel,$2.50,591,2020-11-02,west
chartreuse morsel,$3.00,545,2020-11-02,north
chartreuse morsel,$3.00,548,2020-11-02,south
chartreuse morsel,$3.00,575,2020-11-02,east
chartreuse morsel,$3.00,571,2020-11-02,west
periwinkle morsel,$1.25,586,2020-11-02,north
periwinkle morsel,$1.25,568,2020-11-02,south
periwinkle morsel,$1.25,590,2020-11-02,east
periwinkle morsel,$1.25,593,2020-11-02,west
vermilion morsel,$4.99,550,2020-11-02,north
vermilion morsel,$4.99,558,2020-11-02,south
vermilion morsel,$4.99,591,2020-11-02,east
vermilion morsel,$4.99,531,2020-11-02,west
lapis morsel,$1.99,576,2020-11-02,north
lapis morsel,$1.99,529,2020-11-02,south
lapis morsel,$1.99,572,2020-11-02,east
lapis morsel,$1.99,509,2020-11-02,west
pink morsel,$3.00,517,2020-11-03,north
pink morsel,$3.00,584,2020-11-03,south
pink morsel,$3.00,582,2020-11-03,east
pink morsel,$3.00,527,2020-11-03,west
gold morsel,$9.99,553,2020-11-03,north
gold morsel,$9.99,574,2020-11-03,south
gold morsel,$9.99,511,2020-11-03,east
gold morsel,$9.99,562,2020-11-03,west
magenta morsel,$2.50,572,2020-11-03,north
