product,price,quantity,date,region
magenta morsel,$2.50,564,2018-02-16,west
chartreuse morsel,$3.00,500,2018-02-16,north
chartreuse morsel,$3.00,533,2018-02-16,south
chartreuse morsel,$3.00,501,2018-02-16,east
chartreuse morsel,$3.00,529,2018-02-16,west
periwinkle morsel,$1.25,597,2018-02-16,north
periwinkle morsel,$1.25,521,2018-02-16,south
periwinkle morsel,$1.25,557,2018-02-16,east
periwinkle morsel,$1.25,542,2018-02-16,west
vermilion morsel,$4.99,519,2018-02-16,north
vermilion morsel,$4.99,593,2018-02-16,south
vermilion morsel,$4.99,571,2018-02-16,east
vermilion morsel,$4.99,510,2018-02-16,west
lapis morsel,$1.99,515,2018-02-16,north
lapis morsel,$1.99,510,2018-02-16,south
lapis morsel,$1.99,521,2018-02-16,east
lapis morsel,$1.99,574,2018-02-16,west
pink morsel,$3.00,595,2018-02-17,north
pink morsel,$3.00,563,2018-02-17,south
pink morsel,$3.00,547,2018-02-17,east
pink morsel,$3.00,525,2018-02-17,west
gold morsel,$9.99,564,2018-02-17,north
gold morsel,$9.99,573,2018-02-17,south
gold morsel,$9.99,524,2018-02-17,east
gold morsel,$9.99,530,2018-02-17,west
magenta morsel,$2.50,595,2018-02-17,north
magenta morsel,$2.50,503,2018-02-17,south
magenta morsel,$2.50,580,2018-02-17,east
magenta morsel,$2.50,568,2018-02-17,west
chartreuse morsel,$3.00,528,2018-02-17,north
chartreuse morsel,$3.00,573,2018-02-17,south
chartreuse morsel,$3.00,578,2018-02-17,east
chartreuse morsel,$3.00,550,2018-02-17,west
periwinkle morsel,$1.25,555,2018-02-17,north
periwinkle morsel,$1.25,531,2018-02-17,south
periwinkle morsel,$1.25,515,2018-02-17,east
periwinkle morsel,$1.25,545,2018-02-17,west
vermilion morsel,$4.99,520,2018-02-17,north
vermilion morsel,$4.99,575,2018-02-17,south
vermilion morsel,$4.99,573,2018-02-17,east
vermilion morsel,$4.99,520,2018-02-17,west
lapis morsel,$1.99,515,2018-02-17,north
lapis morsel,$1.99,599,2018-02-17,south
lapis morsel,$1.99,569,2018-02-17,east
lapis morsel,$1.99,589,2018-02-17,west
pink morsel,$3.00,548,2018-02-18,north
pink morsel,$3.00,558,2018-02-18,south
pink morsel,$3.00,517,2018-02-18,east
pink morsel,$3.00,579,2018-02-18,west
gold morsel,$9.99,521,2018-02-18,north
gold morsel,$9.99,568,2018-02-18,south
gold morsel,$9.99,540,2018-02-18,east
gold morsel,$9.99,583,2018-02-18,west
magenta morsel,$2.50,575,2018-02-18,north
magenta morsel,$2.50,506,2018-02-18,south
magenta morsel,$2.50,532,2018-02-18,east
magenta morsel,$2.50,509,2018-02-18,west
chartreuse morsel,$3.00,591,2018-02-18,north
chartreuse morsel,$3.00,512,2018-02-18,south
chartreuse morsel,$3.00,539,2018-02-18,east
chartreuse morsel,$3.00,564,2018-02-18,west
periwinkle morsel,$1.25,513,2018-02-18,north
periwinkle morsel,$1.25,529,2018-02-18,south
periwinkle morsel,$1.25,577,2018-02-18,east
periwinkle morsel,$1.25,504,2018-02-18,west
vermilion morsel,$4.99,569,2018-02-18,north
vermilion morsel,$4.99,578,2018-02-18,south
vermilion morsel,$4.99,516,2018-02-18,east
vermilion morsel,$4.99,528,2018-02-18,west
lapis morsel,$1.99,575,2018-02-18,north
lapis morsel,$1.99,536,2018-02-18,south
lapis morsel,$1.99,504,2018-02-18,east
lapis morsel,$1.99,573,2018-02-18,west
pink morsel,$3.00,521,2018-02-19,north
pink morsel,$3.00,549,2018-02-19,south
pink morsel,$3.00,535,2018-02-19,east
pink morsel,$3.00,513,2018-02-19,west
gold morsel,$9.99,562,2018-02-19,north
gold morsel,$9.99,593,2018-02-19,south
gold morsel,$9.99,593,2018-02-19,east
gold morsel,$9.99,597,2018-02-19,west
magenta morsel,$2.50,511,2018-02-19,north
magenta morsel,$2.50,509,2018-02-19,south
magenta morsel,$2.50,590,2018-02-19,east
magenta morsel,$2.50,575,2018-02-19,west
chartreuse morsel,$3.00,519,2018-02-19,north
chartreuse morsel,$3.00,521,2018-02-19,south
chartreuse morsel,$3.00,532,2018-02-19,east
chartreuse morsel,$3.00,504,2018-02-19,west
periwinkle morsel,$1.25,508,2018-02-19,north
periwinkle morsel,$1.25,528,2018-02-19,south
periwinkle morsel,$1.25,555,2018-02-19,east
periwinkle morsel,$1.25,582,2018-02-19,west
vermilion morsel,$4.99,596,2018-02-19,north
vermilion morsel,$4.99,570,2018-02-19,south
vermilion morsel,$4.99,572,2018-02-19,east
vermilion morsel,$4.99,594,2018-02-19,west
lapis morsel,$1.99,551,2018-02-19,north
lapis morsel,$1.99,503,2018-02-19,south
lapis morsel,$1.99,568,2018-02-19,east
lapis morsel,$1.99,561,2018-02-19,west
pink morsel,$3.00,566,2018-02-20,north
pink morsel,$3.00,525,2018-02-20,south
pink morsel,$3.00,500,2018-02-20,east
pink morsel,$3.00,517,2018-02-20,west
gold morsel,$9.99,581,2018-02-20,north
gold morsel,$9.99,544,2018-02-20,south
gold morsel,$9.99,569,2018-02-20,east
gold morsel,$9.99,595,2018-02-20,west
magenta morsel,$2.50,521,2018-02-20,north
magenta morsel,$2.50,583,2018-02-20,south
magenta morsel,$2.50,578,2018-02-20,east
magenta morsel,$2.50,573,2018-02-20,west
chartreuse morsel,$3.00,557,2018-02-20,north
chartreuse morsel,$3.00,582,2018-02-20,south
chartreuse morsel,$3.00,552,2018-02-20,east
chartreuse morsel,$3.00,524,2018-02-20,west
periwinkle morsel,$1.25,593,2018-02-20,north
periwinkle morsel,$1.25,530,2018-02-20,south
periwinkle morsel,$1.25,521,2018-02-20,east
periwinkle morsel,$1.25,597,2018-02-20,west
vermilion morsel,$4.99,581,2018-02-20,north
vermilion morsel,$4.99,521,2018-02-20,south
vermilion morsel,$4.99,583,2018-02-20,east
vermilion morsel,$4.99,517,2018-02-20,west
lapis morsel,$1.99,522,2018-02-20,north
lapis morsel,$1.99,533,2018-02-20,south
lapis morsel,$1.99,587,2018-02-20,east
lapis morsel,$1.99,518,2018-02-20,west
pink morsel,$3.00,579,2018-02-21,north
pink morsel,$3.00,514,2018-02-21,south
pink morsel,$3.00,555,2018-02-21,east
pink morsel,$3.00,516,2018-02-21,west
gold morsel,$9.99,575,2018-02-21,north
gold morsel,$9.99,500,2018-02-21,south
gold morsel,$9.99,558,2018-02-21,east
gold morsel,$9.99,508,2018-02-21,west
magenta morsel,$2.50,587,2018-02-21,north
magenta morsel,$2.50,569,2018-02-21,south
magenta morsel,$2.50,507,2018-02-21,east
magenta morsel,$2.50,517,2018-02-21,west
chartreuse morsel,$3.00,546,2018-02-21,north
chartreuse morsel,$3.00,563,2018-02-21,south
chartreuse morsel,$3.00,512,2018-02-21,east
chartreuse morsel,$3.00,556,2018-02-21,west
periwinkle morsel,$1.25,507,2018-02-21,north
periwinkle morsel,$1.25,584,2018-02-21,south
periwinkle morsel,$1.25,558,2018-02-21,east
periwinkle morsel,$1.25,594,2018-02-21,west
vermilion morsel,$4.99,557,2018-02-21,north
vermilion morsel,$4.99,522,2018-02-21,south
vermilion morsel,$4.99,568,2018-02-21,east
vermilion morsel,$4.99,588,2018-02-21,west
lapis morsel,$1.99,596,2018-02-21,north
lapis morsel,$1.99,572,2018-02-21,south
lapis morsel,$1.99,524,2018-02-21,east
lapis morsel,$1.99,537,2018-02-21,west
pink morsel,$3.00,545,2018-02-22,north
pink morsel,$3.00,544,2018-02-22,south
pink morsel,$3.00,556,2018-02-22,east
pink morsel,$3.00,588,2018-02-22,west
gold morsel,$9.99,529,2018-02-22,north
gold morsel,$9.99,531,2018-02-22,south
gold morsel,$9.99,516,2018-02-22,east
gold morsel,$9.99,542,2018-02-22,west
magenta morsel,$2.50,577,2018-02-22,north
magenta morsel,$2.50,525,2018-02-22,south
magenta morsel,$2.50,520,2018-02-22,east
magenta morsel,$2.50,530,2018-02-22,west
chartreuse morsel,$3.00,554,2018-02-22,north
chartreuse morsel,$3.00,528,2018-02-22,south
chartreuse morsel,$3.00,533,2018-02-22,east
chartreuse morsel,$3.00,521,2018-02-22,west
periwinkle morsel,$1.25,576,2018-02-22,north
periwinkle morsel,$1.25,586,2018-02-22,south
periwinkle morsel,$1.25,521,2018-02-22,east
periwinkle morsel,$1.25,507,2018-02-22,west
vermilion morsel,$4.99,524,2018-02-22,north
vermilion morsel,$4.99,522,2018-02-22,south
vermilion morsel,$4.99,543,2018-02-22,east
vermilion morsel,$4.99,573,2018-02-22,west
lapis morsel,$1.99,505,2018-02-22,north
lapis morsel,$1.99,508,2018-02-22,south
lapis morsel,$1.99,579,2018-02-22,east
lapis morsel,$1.99,600,2018-02-22,west
pink morsel,$3.00,511,2018-02-23,north
pink morsel,$3.00,521,2018-02-23,south
pink morsel,$3.00,547,2018-02-23,east
pink morsel,$3.00,591,2018-02-23,west
gold morsel,$9.99,519,2018-02-23,north
gold morsel,$9.99,536,2018-02-23,south
gold morsel,$9.99,551,2018-02-23,east
gold morsel,$9.99,541,2018-02-23,west
magenta morsel,$2.50,502,2018-02-23,north
magenta morsel,$2.50,578,2018-02-23,south
magenta morsel,$2.50,516,2018-02-23,east
magenta morsel,$2.50,582,2018-02-23,west
chartreuse morsel,$3.00,546,2018-02-23,north
chartreuse morsel,$3.00,527,2018-02-23,south
chartreuse morsel,$3.00,578,2018-02-23,east
chartreuse morsel,$3.00,550,2018-02-23,west
periwinkle morsel,$1.25,562,2018-02-23,north
periwinkle morsel,$1.25,519,2018-02-23,south
periwinkle morsel,$1.25,506,2018-02-23,east
periwinkle morsel,$1.25,592,2018-02-23,west
vermilion morsel,$4.99,521,2018-02-23,north
vermilion morsel,$4.99,578,2018-02-23,south
vermilion morsel,$4.99,599,2018-02-23,east
vermilion morsel,$4.99,521,2018-02-23,west
lapis morsel,$1.99,501,2018-02-23,north
lapis morsel,$1.99,523,2018-02-23,south
lapis morsel,$1.99,551,2018-02-23,east
lapis morsel,$1.99,600,2018-02-23,west
pink morsel,$3.00,543,2018-02-24,north
pink morsel,$3.00,566,2018-02-24,south
pink morsel,$3.00,575,2018-02-24,east
pink morsel,$3.00,574,2018-02-24,west
gold morsel,$9.99,532,2018-02-24,north
gold morsel,$9.99,538,2018-02-24,south
gold morsel,$9.99,565,2018-02-24,east
gold morsel,$9.99,507,2018-02-24,west
magenta morsel,$2.50,518,2018-02-24,north
magenta morsel,$2.50,589,2018-02-24,south
magenta morsel,$2.50,547,2018-02-24,east
magenta morsel,$2.50,511,2018-02-24,west
chartreuse morsel,$3.00,583,2018-02-24,north
chartreuse morsel,$3.00,528,2018-02-24,south
chartreuse morsel,$3.00,520,2018-02-24,east
chartreuse morsel,$3.00,552,2018-02-24,west
periwinkle morsel,$1.25,548,2018-02-24,north
periwinkle morsel,$1.25,500,2018-02-24,south
periwinkle morsel,$1.25,570,2018-02-24,east
periwinkle morsel,$1.25,599,2018-02-24,west
vermilion morsel,$4.99,528,2018-02-24,north
vermilion morsel,$4.99,592,2018-02-24,south
vermilion morsel,$4.99,538,2018-02-24,east
vermilion morsel,$4.99,565,2018-02-24,west
lapis morsel,$1.99,598,2018-02-24,north
lapis morsel,$1.99,501,2018-02-24,south
lapis morsel,$1.99,556,2018-02-24,east
lapis morsel,$1.99,550,2018-02-24,west
pink morsel,$3.00,532,2018-02-25,north
pink morsel,$3.00,570,2018-02-25,south
pink morsel,$3.00,545,2018-02-25,east
pink morsel,$3.00,553,2018-02-25,west
gold morsel,$9.99,583,2018-02-25,north
gold morsel,$9.99,600,2018-02-25,south
gold morsel,$9.99,586,2018-02-25,east
gold morsel,$9.99,574,2018-02-25,west
magenta morsel,$2.50,554,2018-02-25,north
magenta morsel,$2.50,526,2018-02-25,south
magenta morsel,$2.50,588,2018-02-25,east
magenta morsel,$2.50,566,2018-02-25,west
chartreuse morsel,$3.00,511,2018-02-25,north
chartreuse morsel,$3.00,523,2018-02-25,south
chartreuse morsel,$3.00,527,2018-02-25,east
chartreuse morsel,$3.00,521,2018-02-25,west
periwinkle morsel,$1.25,541,2018-02-25,north
periwinkle morsel,$1.25,502,2018-02-25,south
periwinkle morsel,$1.25,518,2018-02-25,east
periwinkle morsel,$1.25,573,2018-02-25,west
vermilion morsel,$4.99,591,2018-02-25,north
vermilion morsel,$4.99,541,2018-02-25,south
vermilion morsel,$4.99,537,2018-02-25,east
vermilion morsel,$4.99,586,2018-02-25,west
lapis morsel,$1.99,508,2018-02-25,north
lapis morsel,$1.99,550,2018-02-25,south
lapis morsel,$1.99,575,2018-02-25,east
lapis morsel,$1.99,542,2018-02-25,west
pink morsel,$3.00,562,2018-02-26,north
pink morsel,$3.00,511,2018-02-26,south
pink morsel,$3.00,508,2018-02-26,east
pink morsel,$3.00,510,2018-02-26,west
gold morsel,$9.99,513,2018-02-26,north
gold morsel,$9.99,587,2018-02-26,south
gold morsel,$9.99,585,2018-02-26,east
gold morsel,$9.99,542,2018-02-26,west
magenta morsel,$2.50,511,2018-02-26,north
magenta morsel,$2.50,547,2018-02-26,south
magenta morsel,$2.50,547,2018-02-26,east
magenta morsel,$2.50,541,2018-02-26,west
chartreuse morsel,$3.00,569,2018-02-26,north
chartreuse morsel,$3.00,504,2018-02-26,south
chartreuse morsel,$3.00,586,2018-02-26,east
chartreuse morsel,$3.00,582,2018-02-26,west
periwinkle morsel,$1.25,578,2018-02-26,north
periwinkle morsel,$1.25,510,2018-02-26,south
periwinkle morsel,$1.25,530,2018-02-26,east
periwinkle morsel,$1.25,564,2018-02-26,west
vermilion morsel,$4.99,548,2018-02-26,north
vermilion morsel,$4.99,589,2018-02-26,south
vermilion morsel,$4.99,594,2018-02-26,east
vermilion morsel,$4.99,529,2018-02-26,west
lapis morsel,$1.99,533,2018-02-26,north
lapis morsel,$1.99,549,2018-02-26,south
lapis morsel,$1.99,596,2018-02-26,east
lapis morsel,$1.99,514,2018-02-26,west
pink morsel,$3.00,555,2018-02-27,north
pink morsel,$3.00,565,2018-02-27,south
pink morsel,$3.00,526,2018-02-27,east
pink morsel,$3.00,540,2018-02-27,west
gold morsel,$9.99,563,2018-02-27,north
gold morsel,$9.99,541,2018-02-27,south
gold morsel,$9.99,505,2018-02-27,east
gold morsel,$9.99,564,2018-02-27,west
magenta morsel,$2.50,516,2018-02-27,north
